product_id,title,price,sale_price,availability,material,color,color_hex,size_text,origin,age_group,pattern,images,status,visibility,price_visible,category
test-utf8,"Test Rug UTF8",100,90,in stock,wool,"Beige|Red","#cbb79c|#7a1f2b","170x240","Anatolia",adult,"geometric","https://example.com/1.jpg active",active,public,true,
10002,"Anatolian Rug",329,299,in stock,100% wool,"Beige|Burgundy","#cbb79c|#7a1f2b","170x240 cm","Anatolia",adult,"Traditional, Vintage","https://drive.usercontent.google.com/download?id=1JrGeVxJI15MDNOai82tpr0PARlxMFR9T&export=view",active,public,true,
test-123,"Smoke Test Rug",123.45,,in stock,,"","","","",,"","https://example.com/i.jpg",active,public,true,
10389,"Cappadocia rug",,,in stock,Wool pile; cotton foundation (fringes cotton),"#84615b|#b8867e","#84615b|#b8867e","2' 9'' X  4' 4''","",,"","https://drive.usercontent.google.com/download?id=13WykY-Hf_m-hH4aKSdLrAdKMKEefx55X&export=view",active,public,true,
10359,"Cappadocia rug",,,in stock,Wool pile; cotton foundation (fringes cotton),"#956a53|#d37858","#956a53|#d37858","3'11'' X  5' 8''","",,"","https://drive.usercontent.google.com/download?id=1NosEOG5isnhyBgWe4S5sXoNU8XnVXpnW&export=view",active,public,true,
10425,"Cappadocia rug",,,in stock,Wool pile; cotton foundation (fringes cotton),"#886960|#b9a194","#886960|#b9a194","7' 4'' X 11' 2''","",,"","https://drive.usercontent.google.com/download?id=1KKMQGJ5IyLyQRsR0oSp6Zqib4D1V3giG&export=view",active,public,true,
10046,"Cappadocia rug",,,in stock,Wool pile; cotton foundation (fringes cotton),"#936f54|#c79a75","#936f54|#c79a75","6' 6'' X  9' 4''","",,"","https://drive.usercontent.google.com/download?id=1GI9hH4kP4UqVukJi9I7YmcN0NnH0_vO7&export=view",active,public,true,
15114,"Cappadocia rug",,,in stock,Wool pile; cotton foundation (fringes cotton),"#5a3e34|#1a1212","#5a3e34|#1a1212","6' 6'' X  9'11''","",,"","https://drive.usercontent.google.com/download?id=1fy_5LvaZJ_-QdKFNDBxub1raM4sD5aus&export=view",active,public,true,
10082,"Cappadocia rug",,,in stock,Wool pile; cotton foundation (fringes cotton),"#775944|#040404","#775944|#040404","6' 8'' X  9' 6''","",,"","https://drive.usercontent.google.com/download?id=1eIYS-Gji9RmThnNfctru41TDDaemU7cp&export=view",active,public,true,
10030,"Cappadocia rug",,,in stock,Wool pile; cotton foundation (fringes cotton),"#6d5446|#41231f","#6d5446|#41231f","6' 6'' X  9' 8''","",,"","https://drive.usercontent.google.com/download?id=1zkRL0oLV4Fayg-2mRVRVY9RHZRsMkTZE&export=view",active,public,true,
10065,"Cappadocia rug",,,in stock,Wool pile; cotton foundation (fringes cotton),"#7f614e|#c38e6e","#7f614e|#c38e6e","6' 9'' X  9' 9''","",,"","https://drive.usercontent.google.com/download?id=15SOH2GvxqHIkAILYdbPD6BfZcrQx5kUK&export=view",active,public,true,
10451,"Cappadocia rug",,,in stock,Wool pile; cotton foundation (fringes cotton),"#987955|#bf9c91","#987955|#bf9c91","2'11'' X  4' 5''","",,"","https://drive.usercontent.google.com/download?id=1AWkyDlEJ3Ky__YyqEIhQPRTXKatnc3-_&export=view",active,public,true,
10384,"Cappadocia rug",,,in stock,Wool pile; cotton foundation (fringes cotton),"#b9ab98|#cabcac","#b9ab98|#cabcac","2'11'' X  4' 2''","",,"","https://drive.usercontent.google.com/download?id=17dPnTAtIfKxpnrzyq8wd2_F75fGnHBgI&export=view",active,public,true,
